id2,geography,year,state,percent_renter,percent_asian,percent_black,percent_hispanic,percent_multifamily_housing,eviction_rate,poverty_rate,median_income,avg_cost_electricity,avg_cost_gas,avg_cost_water,asthma_rate
13121010115,"Census Tract 101.15, Fulton County, Georgia",2014,GA,0.314,0.099,0.09,0.051,0.300851466,0.23,0,99500,2728.47,2363.29,643.47,n/a
13121010117,"Census Tract 101.17, Fulton County, Georgia",2014,GA,0.91,0.064,0.426,0.069,0.920824295,1.77,2.53,43986,1248,1992,373,n/a
13121010118,"Census Tract 101.18, Fulton County, Georgia",2014,GA,0.798,0.059,0.463,0.207,0.790646853,2.39,34.75,32591,-9999,-9999,-9999,n/a
13121010119,"Census Tract 101.19, Fulton County, Georgia",2014,GA,0.862,0.028,0.611,0.099,0.771319474,0.75,33,36659,1316,737.54,2145.08,n/a
13121010120,"Census Tract 101.20, Fulton County, Georgia",2014,GA,0.593,0.017,0.38,0.099,0.686517783,0.67,2.2,60811,1480.65,893.67,641.3,n/a
13121010121,"Census Tract 101.21, Fulton County, Georgia",2014,GA,0.33,0.083,0.086,0.016,0.590523338,0.32,1.21,59896,2453.91,1200.72,307.9,n/a
13121010122,"Census Tract 101.22, Fulton County, Georgia",2014,GA,0.75,0.293,0.109,0.092,0.675783856,0.34,3.12,74744,1952.1,1058.46,647.25,n/a
13121010123,"Census Tract 101.23, Fulton County, Georgia",2014,GA,0.562,0.021,0.333,0.184,0.728767123,1.52,13.17,52195,1813.56,1008.82,584.92,n/a
13121010204,"Census Tract 102.04, Fulton County, Georgia",2014,GA,0.035,0.033,0.017,0.036,0,2.78,3.03,143611,-9999,-9999,-9999,n/a
13121010205,"Census Tract 102.05, Fulton County, Georgia",2014,GA,0.218,0.031,0.064,0.01,0.207632335,0,2.57,95703,2728.47,2363.29,643.47,n/a
13121010206,"Census Tract 102.06, Fulton County, Georgia",2014,GA,0.091,0.037,0.033,0.044,0.131291946,0,0.99,163194,2226.12,1186.92,493.64,n/a
13121010208,"Census Tract 102.08, Fulton County, Georgia",2014,GA,0.746,0.056,0.395,0.025,0.754041066,1.35,10.09,48583,-9999,-9999,-9999,n/a
13121010209,"Census Tract 102.09, Fulton County, Georgia",2014,GA,0.79,0.015,0.487,0.109,0.839326207,1.01,6.37,50095,1813.56,1008.82,584.92,n/a
13121010210,"Census Tract 102.10, Fulton County, Georgia",2014,GA,0.438,0.036,0.288,0.029,0.487913723,0.93,3.38,58051,2453.91,1200.72,307.9,n/a
13121010211,"Census Tract 102.11, Fulton County, Georgia",2014,GA,0.255,0.023,0.079,0.102,0.227240143,0,3.26,158209,2715.35,2253.19,786.14,n/a
13121010212,"Census Tract 102.12, Fulton County, Georgia",2014,GA,0.611,0.065,0.126,0.393,0.651992586,0.53,17.45,50361,1813.56,1008.82,584.92,n/a
13121010301,"Census Tract 103.01, Fulton County, Georgia",2014,GA,0.249,0,0.897,0.013,0.163921057,2.17,9.87,63110,1508.39,1868.24,757.83,n/a
13121010303,"Census Tract 103.03, Fulton County, Georgia",2014,GA,0.357,0,0.974,0.008,0.305375809,5.23,7.2,70352,3639.75,841.69,334.53,n/a
13121010304,"Census Tract 103.04, Fulton County, Georgia",2014,GA,0.131,0.002,0.914,0.027,0.007121662,3.51,2.46,86192,-9999,-9999,-9999,n/a
13121010400,"Census Tract 104, Fulton County, Georgia",2014,GA,0.237,0,0.386,0.145,0.134804653,2.42,15.11,51517,2920.34,2197.61,832.97,n/a
13121010507,"Census Tract 105.07, Fulton County, Georgia",2014,GA,0.521,0.001,0.934,0.01,0.428447025,5.36,27.86,29175,1879.5,548.7,382.05,n/a
13121010508,"Census Tract 105.08, Fulton County, Georgia",2014,GA,0.214,0,0.925,0.049,0.065824468,5.5,27,49413,1006.15,948.31,394.69,n/a
13121010510,"Census Tract 105.10, Fulton County, Georgia",2014,GA,0.516,0.013,0.822,0.1,0.342510848,2.63,17.78,37446,744,1740,1657,n/a
13121010511,"Census Tract 105.11, Fulton County, Georgia",2014,GA,0.211,0,0.917,0.013,0.200620155,3.67,12.88,45733,2856,996,62,n/a
13121010512,"Census Tract 105.12, Fulton County, Georgia",2014,GA,0.727,0.003,0.917,0.007,0.658161596,4.38,30.88,29544,1879.5,548.7,382.05,n/a
13121010513,"Census Tract 105.13, Fulton County, Georgia",2014,GA,0.291,0,0.785,0.106,0.151773857,3.81,19.03,46206,2856,996,62,n/a
13121010514,"Census Tract 105.14, Fulton County, Georgia",2014,GA,0.309,0.021,0.765,0.068,0.165729752,2.22,7.55,58809,2484,1248,1450,n/a
13121010515,"Census Tract 105.15, Fulton County, Georgia",2014,GA,0.356,0,0.844,0.017,0.240331492,0.78,11.73,45590,2856,996,62,n/a
13121010516,"Census Tract 105.16, Fulton County, Georgia",2014,GA,0.26,0,0.947,0.038,0.044195456,4.62,23.04,50884,2920.34,2197.61,832.97,n/a
13121010601,"Census Tract 106.01, Fulton County, Georgia",2014,GA,0.617,0.006,0.656,0.068,0.529739777,1.65,34.88,31471,2141.35,1263.08,574.32,n/a
13121010603,"Census Tract 106.03, Fulton County, Georgia",2014,GA,0.845,0,0.958,0.006,0.844827586,6.78,37.9,26830,870,1182,507.5,n/a
13121010604,"Census Tract 106.04, Fulton County, Georgia",2014,GA,0.716,0.007,0.793,0.172,0.689381034,3.42,27.69,26031,1924.98,1593.75,323.37,n/a
13121010800,"Census Tract 108, Fulton County, Georgia",2014,GA,0.645,0.016,0.372,0.292,0.378700129,2.21,14.97,37118,2500.15,1368.22,1344.4,n/a
13121011000,"Census Tract 110, Fulton County, Georgia",2014,GA,0.738,0,0.706,0.242,0.461161652,2.59,40.72,24129,1384.71,1300.71,951.84,n/a
13121011100,"Census Tract 111, Fulton County, Georgia",2014,GA,0.417,0.083,0.428,0.069,0.12276945,2.91,5.18,48447,1458.97,1136.59,1012.11,n/a
13121011201,"Census Tract 112.01, Fulton County, Georgia",2014,GA,0.662,0.003,0.784,0.084,0.333166833,7.37,24.74,36522,2500.15,1368.22,1344.4,n/a
13121011202,"Census Tract 112.02, Fulton County, Georgia",2014,GA,0.514,0,0.628,0.162,0.338082902,3.14,35.19,39922,3188.65,1329,69.35,n/a
13121011301,"Census Tract 113.01, Fulton County, Georgia",2014,GA,0.258,0.013,0.736,0.121,0.056886228,2.92,18.27,41484,1333.66,1101.62,562.35,n/a
13121011303,"Census Tract 113.03, Fulton County, Georgia",2014,GA,0.629,0.006,0.79,0.158,0.4725,3.49,18.22,44311,1800,744,62,n/a
13121011305,"Census Tract 113.05, Fulton County, Georgia",2014,GA,0.761,0,0.96,0.016,0.82221394,9.74,34.04,25286,1924.98,1593.75,323.37,n/a
13121011306,"Census Tract 113.06, Fulton County, Georgia",2014,GA,0.601,0.005,0.889,0.045,0.661492979,9.44,12.76,28802,2341.09,1564.36,725.09,n/a
13121011405,"Census Tract 114.05, Fulton County, Georgia",2014,GA,0.574,0.047,0.169,0.274,0.52434337,0.72,11.51,53508,1843.45,1483.07,269.39,n/a
13121011410,"Census Tract 114.10, Fulton County, Georgia",2014,GA,0.227,0.12,0.084,0.076,0.212132219,1.48,0.76,107966,2012,866.67,833.14,n/a
13121011411,"Census Tract 114.11, Fulton County, Georgia",2014,GA,0.269,0.016,0.06,0.148,0.252614897,1.68,5.67,80114,2689.42,1629.07,563.6,n/a
13121011412,"Census Tract 114.12, Fulton County, Georgia",2014,GA,0.376,0.057,0.11,0.108,0.343057807,1.17,2.61,71218,2376.23,986.49,1353.51,n/a
13121011414,"Census Tract 114.14, Fulton County, Georgia",2014,GA,0.477,0.049,0.209,0.085,0.464510332,0.9,1.44,64122,1405.45,1082.59,553.57,n/a
13121011416,"Census Tract 114.16, Fulton County, Georgia",2014,GA,0.062,0.068,0.026,0.025,0.037860861,0.45,2.74,101266,2310.31,1059.9,641.35,n/a
13121011417,"Census Tract 114.17, Fulton County, Georgia",2014,GA,0.251,0.03,0.008,0.069,0.229971725,0.58,3.76,82159,1032.26,1049.78,276.57,n/a
13121011418,"Census Tract 114.18, Fulton County, Georgia",2014,GA,0.091,0.003,0.047,0,0.036942675,1.19,0.99,111478,2012,866.67,833.14,n/a
13121011419,"Census Tract 114.19, Fulton County, Georgia",2014,GA,0.157,0.083,0.089,0.017,0.120303605,0,3.88,81651,1032.26,1049.78,276.57,n/a
13121011420,"Census Tract 114.20, Fulton County, Georgia",2014,GA,0.814,0.011,0.22,0.61,0.739398612,2.3,37.9,34606,-9999,-9999,-9999,n/a
13121011421,"Census Tract 114.21, Fulton County, Georgia",2014,GA,0.705,0.05,0.301,0.324,0.679953784,1.46,17.96,46958,2936.29,2220.88,534.55,n/a
13121011422,"Census Tract 114.22, Fulton County, Georgia",2014,GA,0.492,0.023,0.231,0.059,0.476521739,1.33,11.41,64750,1405.45,1082.59,553.57,n/a
13121011423,"Census Tract 114.23, Fulton County, Georgia",2014,GA,0.209,0.054,0.036,0.021,0.141579732,0.46,2.44,106863,2012,866.67,833.14,n/a
13121011424,"Census Tract 114.24, Fulton County, Georgia",2014,GA,0.123,0.093,0.118,0.03,0.101814962,1.44,1.5,102543,1966.34,1533.52,441.78,n/a
13121011425,"Census Tract 114.25, Fulton County, Georgia",2014,GA,0.158,0.185,0.048,0.018,0.089143866,0.44,0,176615,2443.32,952.47,872.1,n/a
13121011426,"Census Tract 114.26, Fulton County, Georgia",2014,GA,0.145,0.067,0.106,0.187,0,0,8,95795,2079.65,665.47,427.3,n/a
13121011427,"Census Tract 114.27, Fulton County, Georgia",2014,GA,0.085,0.111,0.065,0.058,0.009274594,0.49,0,100905,1966.34,1533.52,441.78,n/a
13121011503,"Census Tract 115.03, Fulton County, Georgia",2014,GA,0.109,0.043,0.034,0.054,0.012751036,0.79,4,126477,2048.32,1378.44,424.76,n/a
13121011504,"Census Tract 115.04, Fulton County, Georgia",2014,GA,0.086,0.03,0.064,0.042,0.020253782,1.79,0.43,155031,2428.52,1862.02,585.71,n/a
13121011505,"Census Tract 115.05, Fulton County, Georgia",2014,GA,0.088,0.041,0.102,0.03,0.007692308,0,1.44,163712,2269.17,1104.04,638.84,n/a
13121011506,"Census Tract 115.06, Fulton County, Georgia",2014,GA,0.045,0.025,0.091,0.023,0,0,2.32,153125,2428.52,1862.02,585.71,n/a
13121011610,"Census Tract 116.10, Fulton County, Georgia",2014,GA,0.297,0.074,0.12,0.039,0.188217673,1.16,9.85,94773,1461.16,850.77,520.37,n/a
13121011611,"Census Tract 116.11, Fulton County, Georgia",2014,GA,0.682,0.109,0.155,0.216,0.594229589,0.98,11.76,54485,1843.45,1483.07,269.39,n/a
13121011612,"Census Tract 116.12, Fulton County, Georgia",2014,GA,0.053,0.16,0.045,0.006,0,0,1.31,116471,2702,1205,819.58,n/a
13121011613,"Census Tract 116.13, Fulton County, Georgia",2014,GA,0.313,0.164,0.135,0.122,0.154756686,0.79,5.91,98877,2079.65,665.47,427.3,n/a
13121011614,"Census Tract 116.14, Fulton County, Georgia",2014,GA,0.528,0.167,0.164,0.12,0.352483263,0.25,6.66,75207,2689.42,1629.07,563.6,n/a
13121011615,"Census Tract 116.15, Fulton County, Georgia",2014,GA,0.18,0.084,0.06,0.059,0.042658154,1.01,1.36,138822,3989.45,1255.71,719.55,n/a
13121011616,"Census Tract 116.16, Fulton County, Georgia",2014,GA,0.674,0.179,0.226,0.137,0.58974359,0.31,3.08,58500,1569.8,1318.2,355.7,n/a
13121011617,"Census Tract 116.17, Fulton County, Georgia",2014,GA,0.172,0.127,0.076,0.025,0.191467921,0.93,2.19,94405,2079.65,665.47,427.3,n/a
13121011618,"Census Tract 116.18, Fulton County, Georgia",2014,GA,0.318,0.212,0.058,0.025,0.16875412,0.53,5.83,104735,1966.34,1533.52,441.78,n/a
13121011619,"Census Tract 116.19, Fulton County, Georgia",2014,GA,0.673,0.342,0.101,0.122,0.622593068,0.37,3.91,80602,1402.99,1807.27,363.84,n/a
13121011620,"Census Tract 116.20, Fulton County, Georgia",2014,GA,0.138,0.187,0.056,0.096,0.065868263,0.58,4.06,93922,2079.65,665.47,427.3,n/a
13121011621,"Census Tract 116.21, Fulton County, Georgia",2014,GA,0.259,0.178,0.044,0.078,0.219298246,1.84,5.44,128024,1777.2,1773,1217.56,n/a
13121011622,"Census Tract 116.22, Fulton County, Georgia",2014,GA,0.015,0.412,0.064,0.04,0.009702242,0.37,3.38,138969,2828.39,1445.76,892.19,n/a
13121011623,"Census Tract 116.23, Fulton County, Georgia",2014,GA,0.292,0.293,0.101,0.03,0.20463138,0.62,6.88,92640,1708.96,1377.59,667.05,n/a
13121011624,"Census Tract 116.24, Fulton County, Georgia",2014,GA,0.073,0.193,0.073,0.006,0,2.86,0.98,170074,1501.24,1640.2,667.98,n/a
13121011625,"Census Tract 116.25, Fulton County, Georgia",2014,GA,0.349,0.262,0.135,0.031,0.246450673,0.47,5.81,118392,2702,1205,819.58,n/a
13121011626,"Census Tract 116.26, Fulton County, Georgia",2014,GA,0.429,0.288,0.256,0.078,0.299536117,0.67,8.13,83967,2077.65,1514.44,1026,n/a
13121011800,"Census Tract 118, Fulton County, Georgia",2014,GA,0.944,0.051,0.725,0.05,0.811176205,5.58,51.26,9335,1429.26,938.37,339.22,n/a
13121011900,"Census Tract 119, Fulton County, Georgia",2014,GA,0.897,0.072,0.524,0.046,0.961904762,1.58,40.64,24083,2308.76,721.94,952.54,n/a
13121012000,"Census Tract 120, Fulton County, Georgia",2014,GA,0.736,0.033,0.865,0.061,0.649066323,2.43,50.65,12333,877.82,821.82,393,n/a
13121012300,"Census Tract 123, Fulton County, Georgia",2014,GA,0.647,0.047,0.47,0.119,0.466713881,2.24,10.02,44290,1800,744,62,n/a
8031000102,"Census Tract 1.02, Denver County, Colorado",2015,CO,0.282,0.002,0.012,0.228,0.180505415,0.19,4.77,70638,1399.46,1053.73,68.08,8.1
8031000201,"Census Tract 2.01, Denver County, Colorado",2015,CO,0.263,0.007,0.015,0.579,0.075435203,1.62,9.02,47969,864,624,517,8.6
8031000202,"Census Tract 2.02, Denver County, Colorado",2015,CO,0.423,0.02,0.012,0.528,0.189173111,2.13,22.2,52102,915.87,984,530.32,8.8
8031000301,"Census Tract 3.01, Denver County, Colorado",2015,CO,0.38,0.02,0.001,0.273,0.181185944,0.34,3.58,61603,802.57,300.57,411.9,8.3
8031000302,"Census Tract 3.02, Denver County, Colorado",2015,CO,0.33,0,0.069,0.114,0.171600602,1.08,6.22,82885,876.73,675.92,468.59,7.9
8031000303,"Census Tract 3.03, Denver County, Colorado",2015,CO,0.429,0.016,0.001,0.188,0.29394572,0.3,2.88,94010,696,915.13,434.96,8
8031000401,"Census Tract 4.01, Denver County, Colorado",2015,CO,0.403,0.016,0.029,0.349,0.234185734,0.45,7.79,52872,1532.47,1344,740.06,8.6
8031000402,"Census Tract 4.02, Denver County, Colorado",2015,CO,0.495,0.019,0.025,0.22,0.51272846,1.35,11.43,64375,864,372,393,8.1
8031000501,"Census Tract 5.01, Denver County, Colorado",2015,CO,0.286,0.008,0.013,0.198,0.142430279,0,2.42,89500,731.78,353.56,278.87,8
8031000502,"Census Tract 5.02, Denver County, Colorado",2015,CO,0.483,0.021,0.101,0.328,0.377196128,0.98,19.91,50121,915.87,984,530.32,8.7
8031000600,"Census Tract 6, Denver County, Colorado",2015,CO,0.709,0.012,0.049,0.514,0.680744452,1.33,24.22,40819,-9999,-9999,-9999,9.1
8031000701,"Census Tract 7.01, Denver County, Colorado",2015,CO,0.766,0.007,0.07,0.49,0.601441813,2,21.04,22134,372,252,124,9.7
8031000702,"Census Tract 7.02, Denver County, Colorado",2015,CO,0.77,0.014,0.111,0.528,0.610113422,3.74,44.98,25554,-9999,-9999,-9999,9.9
8031000800,"Census Tract 8, Denver County, Colorado",2015,CO,0.958,0.064,0.264,0.456,0.816367265,5.39,81.14,9849,-9999,-9999,-9999,14
8031000902,"Census Tract 9.02, Denver County, Colorado",2015,CO,0.338,0.037,0.013,0.717,0.04743519,1.26,21.71,49878,524,798.67,157.67,9.5
8031000903,"Census Tract 9.03, Denver County, Colorado",2015,CO,0.445,0.001,0.011,0.771,0.090358405,2.27,31.07,39528,492,372,589,9.9
8031000904,"Census Tract 9.04, Denver County, Colorado",2015,CO,0.691,0.011,0.032,0.719,0.54245283,2.76,30.65,26279,-9999,-9999,-9999,10.2
8031000905,"Census Tract 9.05, Denver County, Colorado",2015,CO,0.407,0,0.006,0.73,0.06511254,2.15,19.69,40000,-9999,-9999,-9999,9.4
8031001000,"Census Tract 10, Denver County, Colorado",2015,CO,0.566,0.067,0.03,0.775,0.200629426,1.55,33.79,27176,2253.26,744,673.8,10.1
8031001101,"Census Tract 11.01, Denver County, Colorado",2015,CO,0.506,0,0.05,0.638,0.247804878,0.99,22.87,43750,1402.64,511.92,728.06,9.3
8031001102,"Census Tract 11.02, Denver County, Colorado",2015,CO,0.599,0.03,0.053,0.345,0.466826061,1.14,14.17,71146,1399.46,1053.73,68.08,8.5
8031001301,"Census Tract 13.01, Denver County, Colorado",2015,CO,0.409,0.071,0.007,0.733,0.195639007,0.74,15.76,47824,1281.6,434.4,280.24,8.9
8031001302,"Census Tract 13.02, Denver County, Colorado",2015,CO,0.374,0,0.011,0.72,0.07856094,0.96,15.63,47333,1075.5,1352.25,269.5,8.9
8031001401,"Census Tract 14.01, Denver County, Colorado",2015,CO,0.503,0.086,0.011,0.689,0.355701549,2.95,15.42,38175,1980,624,517,9.7
8031001402,"Census Tract 14.02, Denver County, Colorado",2015,CO,0.46,0.046,0.092,0.621,0.229452055,1.22,26,36667,996,624,1034,10.1
8031001403,"Census Tract 14.03, Denver County, Colorado",2015,CO,0.727,0.018,0.108,0.272,0.506493506,1.27,16.52,51054,1632.35,402.35,341.91,9
8031001500,"Census Tract 15, Denver County, Colorado",2015,CO,0.639,0,0.033,0.613,0.246166951,4.3,25.3,29639,1106.61,1016.17,335.93,9.5
8031001600,"Census Tract 16, Denver County, Colorado",2015,CO,0.747,0.016,0.076,0.226,0.841664832,2.45,15.6,68839,1008.27,1236,588.07,8.5
8031001701,"Census Tract 17.01, Denver County, Colorado",2015,CO,0.641,0.057,0.012,0.087,0.934844931,0.9,17.51,81961,876.73,675.92,468.59,8.1
8031001702,"Census Tract 17.02, Denver County, Colorado",2015,CO,0.661,0.028,0.074,0.1,0.990493714,2.41,4.8,58242,1760.11,940,382.14,9
8031001800,"Census Tract 18, Denver County, Colorado",2015,CO,0.699,0.027,0.041,0.404,0.747027027,1.27,12.87,45428,-9999,-9999,-9999,9.2
8031001901,"Census Tract 19.01, Denver County, Colorado",2015,CO,0.762,0.013,0.186,0.457,0.548113208,2.11,40.79,18281,-9999,-9999,-9999,11
8031001902,"Census Tract 19.02, Denver County, Colorado",2015,CO,0.729,0.162,0.029,0.177,0.5,0,0,82788,876.73,675.92,468.59,9.7
8031002000,"Census Tract 20, Denver County, Colorado",2015,CO,0.735,0.029,0.063,0.051,0.989339019,3.5,0,69638,1399.46,1053.73,68.08,8.2
8031002100,"Census Tract 21, Denver County, Colorado",2015,CO,0.633,0.023,0.032,0.34,0.510181818,1.01,17.66,49318,-9999,-9999,-9999,9.1
8031002300,"Census Tract 23, Denver County, Colorado",2015,CO,0.437,0,0.245,0.227,0.202277904,2.25,20.37,58861,372,492,414,9.9
8031002402,"Census Tract 24.02, Denver County, Colorado",2015,CO,0.573,0.013,0.244,0.127,0.442641947,1.29,20.84,55294,1120.24,711.53,78.35,9.1
8031002403,"Census Tract 24.03, Denver County, Colorado",2015,CO,0.645,0.015,0.088,0.204,0.638086643,2.79,20.22,43750,744,624,600,9
8031002601,"Census Tract 26.01, Denver County, Colorado",2015,CO,0.935,0.054,0.073,0.058,0.980570484,2.41,26.88,41826,-9999,-9999,-9999,8.4
8031002602,"Census Tract 26.02, Denver County, Colorado",2015,CO,0.753,0.013,0.044,0.095,0.923782235,2.05,11.44,63672,2339.88,2263.15,1288.59,8.3
8031002701,"Census Tract 27.01, Denver County, Colorado",2015,CO,0.903,0.035,0.041,0.158,0.975935829,1.32,3.36,36602,-9999,-9999,-9999,8.5
8031002702,"Census Tract 27.02, Denver County, Colorado",2015,CO,0.669,0.036,0.024,0.056,0.90504451,0.88,0,51552,372,1236,31,7.9
8031002703,"Census Tract 27.03, Denver County, Colorado",2015,CO,0.806,0.022,0.063,0.091,0.927434583,1.53,12.57,40294,493.18,313.18,171.22,8.5
8031002801,"Census Tract 28.01, Denver County, Colorado",2015,CO,0.568,0.039,0.008,0.06,0.545134818,0.5,3.76,64409,1042.67,898,868.17,8
8031002802,"Census Tract 28.02, Denver County, Colorado",2015,CO,0.739,0.012,0.014,0.141,0.734956051,0.93,8.67,45840,-9999,-9999,-9999,8.3
8031002803,"Census Tract 28.03, Denver County, Colorado",2015,CO,0.817,0.026,0.024,0.044,0.847662142,0.55,5.91,52500,372,120,10,8.1
8031002901,"Census Tract 29.01, Denver County, Colorado",2015,CO,0.44,0.027,0.016,0.082,0.373342175,1.21,7.31,65234,1042.67,898,868.17,8.4
8031002902,"Census Tract 29.02, Denver County, Colorado",2015,CO,0.324,0.018,0.014,0.067,0.102090423,0,3.44,101835,1242,1116,630.5,7.9
8031003001,"Census Tract 30.01, Denver County, Colorado",2015,CO,0.314,0.019,0.014,0.053,0.185006878,0.62,3.73,98561,1102.48,1044.76,388.94,8.1
8031003002,"Census Tract 30.02, Denver County, Colorado",2015,CO,0.529,0.018,0.017,0.071,0.297903109,0.27,0.99,64725,1042.67,898,868.17,8.1
8031003003,"Census Tract 30.03, Denver County, Colorado",2015,CO,0.623,0.068,0.013,0.09,0.386097152,1.66,3.86,45179,-9999,-9999,-9999,9.1
8031003004,"Census Tract 30.04, Denver County, Colorado",2015,CO,0.543,0.11,0.032,0.061,0.363914373,0.72,7.07,48636,-9999,-9999,-9999,9.2
8031003101,"Census Tract 31.01, Denver County, Colorado",2015,CO,0.464,0.018,0.181,0.185,0.457627119,1.58,11.42,55139,1120.24,711.53,78.35,8.9
8031003102,"Census Tract 31.02, Denver County, Colorado",2015,CO,0.791,0.03,0.159,0.148,0.835580913,1.61,26.14,29900,2352,2604,207,9.9
8031003201,"Census Tract 32.01, Denver County, Colorado",2015,CO,0.571,0.025,0.036,0.076,0.85639181,0.57,6.38,58529,1116,492,672,8.3
8031003202,"Census Tract 32.02, Denver County, Colorado",2015,CO,0.666,0.038,0.032,0.06,0.850302185,0.78,11.84,51818,372,1236,31,8.2
8031003203,"Census Tract 32.03, Denver County, Colorado",2015,CO,0.2,0.017,0,0.034,0.081896552,0,0,134167,1706.23,979.81,500.91,7.8
8031003300,"Census Tract 33, Denver County, Colorado",2015,CO,0.283,0.032,0.011,0.084,0.17329737,0.2,3.83,116698,1544.6,386.69,245.16,7.9
8031003401,"Census Tract 34.01, Denver County, Colorado",2015,CO,0.275,0.018,0.014,0.017,0.45320197,0,1.57,81435,1228.34,989.59,354.95,7.8
8031003402,"Census Tract 34.02, Denver County, Colorado",2015,CO,0.221,0.04,0,0.066,0.055422838,0,3.42,125382,624,1236,517,7.8
8031003500,"Census Tract 35, Denver County, Colorado",2015,CO,0.548,0.001,0.038,0.829,0.12249208,2.37,27.16,39433,252,1368,21,9.9
8031003601,"Census Tract 36.01, Denver County, Colorado",2015,CO,0.491,0.006,0.128,0.529,0.285714286,2.86,24.21,38286,-9999,-9999,-9999,9.8
8031003602,"Census Tract 36.02, Denver County, Colorado",2015,CO,0.443,0.006,0.26,0.424,0.1366687,1.81,23.13,39130,252,1368,21,10.6
8031003603,"Census Tract 36.03, Denver County, Colorado",2015,CO,0.351,0,0.379,0.169,0.110279101,1.66,6.65,63793,1013.11,667.48,358.9,9.4
8031003701,"Census Tract 37.01, Denver County, Colorado",2015,CO,0.577,0.024,0.071,0.082,0.790697674,0.98,2.27,58487,372,492,414,8.4
8031003702,"Census Tract 37.02, Denver County, Colorado",2015,CO,0.714,0.006,0.067,0.076,0.717592593,0.83,0,41455,624,624,31,8.4
8031003703,"Census Tract 37.03, Denver County, Colorado",2015,CO,0.559,0.012,0.06,0.142,0.51048951,0.52,2.36,57792,1116,492,672,8.3
8031003800,"Census Tract 38, Denver County, Colorado",2015,CO,0.525,0.047,0.008,0.06,0.601023018,0.81,3.37,89926,372,252,496,8.1
8031003901,"Census Tract 39.01, Denver County, Colorado",2015,CO,0.194,0.01,0.01,0.046,0.358615004,3.32,0,131333,1706.23,979.81,500.91,7.7
8031003902,"Census Tract 39.02, Denver County, Colorado",2015,CO,0.273,0.014,0.011,0.077,0.047008547,0.22,5.28,94583,1102.48,1044.76,388.94,7.9
8031004002,"Census Tract 40.02, Denver County, Colorado",2015,CO,0.124,0.011,0.009,0.054,0.00565371,0.53,3.81,99716,1102.48,1044.76,388.94,7.7
8031004003,"Census Tract 40.03, Denver County, Colorado",2015,CO,0.26,0.01,0.049,0.113,0.061460957,0.46,3.29,72228,787.31,739.88,472.56,8.3
8031004004,"Census Tract 40.04, Denver County, Colorado",2015,CO,0.066,0.025,0.028,0.026,0.219567691,0.72,0,76058,1158.41,615.38,392.77,7.7
8031004005,"Census Tract 40.05, Denver County, Colorado",2015,CO,0.764,0.101,0.015,0.065,0.683352081,0.4,10.12,36613,-9999,-9999,-9999,8.9
8031004006,"Census Tract 40.06, Denver County, Colorado",2015,CO,0.494,0.046,0.016,0.054,0.417727273,0.78,2.34,66923,1042.67,898,868.17,8.4
8031004101,"Census Tract 41.01, Denver County, Colorado",2015,CO,0.671,0.002,0.375,0.328,0.420926037,2.76,28.37,33288,-9999,-9999,-9999,11.2
8031004102,"Census Tract 41.02, Denver County, Colorado",2015,CO,0.421,0.019,0.464,0.271,0.199226306,2.14,21.8,36225,713.76,646.56,1084.12,11.2
8031004103,"Census Tract 41.03, Denver County, Colorado",2015,CO,0.112,0.01,0.254,0.088,0.010869565,0.3,4.17,89630,852.65,848.75,200.14,9.4
8031004104,"Census Tract 41.04, Denver County, Colorado",2015,CO,0.199,0.008,0.342,0.135,0.019280875,0.6,13.91,67203,1013.11,667.48,358.9,9.7
8031004106,"Census Tract 41.06, Denver County, Colorado",2015,CO,0.182,0.029,0.069,0.138,0.083387201,0.92,1.65,137012,949.71,490.75,284.66,8.1
8031004107,"Census Tract 41.07, Denver County, Colorado",2015,CO,0.402,0.058,0.1,0.079,0.452870608,1.39,3.68,97500,979.97,1112.74,376.64,8.2
8031004201,"Census Tract 42.01, Denver County, Colorado",2015,CO,0.252,0.021,0.036,0.123,0.218888342,0.6,3.74,97839,979.97,1112.74,376.64,8.4
8031004202,"Census Tract 42.02, Denver County, Colorado",2015,CO,0.102,0.023,0.104,0.102,0.02542874,1.22,0.9,113906,1236.98,840.84,603.38,8.6
8031004301,"Census Tract 43.01, Denver County, Colorado",2015,CO,0.657,0.064,0.056,0.125,0.645934564,1.07,9.09,43952,744,996,517,8.5
8031004302,"Census Tract 43.02, Denver County, Colorado",2015,CO,0.326,0.023,0.048,0.109,0.103750998,0.76,2.1,83615,1724.57,737.21,319.99,8.4
8031004303,"Census Tract 43.03, Denver County, Colorado",2015,CO,0.111,0.019,0.012,0.02,0.008907363,0,4.28,163929,2232,2232,517,7.6
8031004304,"Census Tract 43.04, Denver County, Colorado",2015,CO,0.332,0.015,0.02,0.144,0.155454862,0.61,5.87,77868,1158.41,615.38,392.77,8.4
8031004306,"Census Tract 43.06, Denver County, Colorado",2015,CO,0.378,0.016,0.049,0.029,0.324726477,3.69,0.95,95400,1362.81,773.01,524.28,8
8031004403,"Census Tract 44.03, Denver County, Colorado",2015,CO,0.557,0.009,0.197,0.322,0.33557047,2.47,24.85,47500,1550,1290,331.92,9.6
8031004404,"Census Tract 44.04, Denver County, Colorado",2015,CO,0.707,0.149,0.282,0.202,0.601834161,3.37,37.39,36125,1466.29,1289.14,231.62,10.5
